folder_name,year,arbitration_id,doc_name,match_method
1987_aapl_v_sri_lanka_dissenting_opinion_of_samuel_k_b_asante,1987,1987_aapl_v_sri_lanka,dissenting_opinion_of_samuel_k_b_asante,metadata
1987_aapl_v_sri_lanka_final_award,1987,1987_aapl_v_sri_lanka,final_award,metadata
1993_amt_v_democratic_republic_of_the_congo_award_reproduced_with_permission_from_36_ilm_1534_asil_and_heinonline,1993,1993_amt_v_democratic_republic_of_the_congo,award_reproduced_with_permission_from_36_ilm_1534_asil_and_heinonline,metadata
1993_amt_v_democratic_republic_of_the_congo_statement_of_individual_opinion_and_declaration_reproduced_with_permission_from_36_ilm_1534_asil_and_heinonline,1993,1993_amt_v_democratic_republic_of_the_congo,statement_of_individual_opinion_and_declaration_reproduced_with_permission_from_36_ilm_1534_asil_and_heinonline,metadata
1994_saar_papier_v_poland_i_decision_of_the_swiss_federal_tribunal_german,1994,1994_saar_papier_v_poland_i,decision_of_the_swiss_federal_tribunal_german,metadata
1994_saar_papier_v_poland_i_dissenting_opinion_of_dr_habil_tadeusz_szurski,1994,1994_saar_papier_v_poland_i,dissenting_opinion_of_dr_habil_tadeusz_szurski,metadata
1994_saar_papier_v_poland_i_dissenting_opinion_of_dr_habil_tadeusz_szurski_jurisdiction,1994,1994_saar_papier_v_poland_i,dissenting_opinion_of_dr_habil_tadeusz_szurski_jurisdiction,metadata
1994_saar_papier_v_poland_i_final_award,1994,1994_saar_papier_v_poland_i,final_award,metadata
1994_saar_papier_v_poland_i_interim_award_jurisdiction,1994,1994_saar_papier_v_poland_i,interim_award_jurisdiction,metadata
1994_tradex_v_albania_award,1994,1994_tradex_v_albania,award,heuristic
1994_tradex_v_albania_decision_on_jurisdiction,1994,1994_tradex_v_albania,decision_on_jurisdiction,heuristic
1995_goetz_v_burundi_i_award_embodying_the_parties_settlement_agreement_french,1995,1995_goetz_v_burundi_i,award_embodying_the_parties_settlement_agreement_french,metadata
1996_biedermann_v_kazakhstan_decision_of_us_court_of_appeals_for_the_fifth_circuit,1996,1996_biedermann_v_kazakhstan,decision_of_us_court_of_appeals_for_the_fifth_circuit,metadata
1996_fedax_v_venezuela_award_reproduced_with_permission_from_37_ilm_1378_asil_and_heinonline,1996,1996_fedax_v_venezuela,award_reproduced_with_permission_from_37_ilm_1378_asil_and_heinonline,metadata
1996_fedax_v_venezuela_decision_of_the_tribunal_on_objections_to_jurisdiction_reproduced_with_permission_from_37_ilm_1378_asil_and_heinonline,1996,1996_fedax_v_venezuela,decision_of_the_tribunal_on_objections_to_jurisdiction_reproduced_with_permission_from_37_ilm_1378_asil_and_heinonline,metadata
1996_sedelmayer_v_russia_arbitration_award,1996,1996_sedelmayer_v_russia,arbitration_award,metadata
1996_sedelmayer_v_russia_decision_of_landgericht_hagen_german,1996,1996_sedelmayer_v_russia,decision_of_landgericht_hagen_german,metadata
1996_sedelmayer_v_russia_decision_of_landgericht_k_ln_german,1996,1996_sedelmayer_v_russia,decision_of_landgericht_k_ln_german,metadata
1996_sedelmayer_v_russia_decision_of_oberlandesgericht_k_ln_german,1996,1996_sedelmayer_v_russia,decision_of_oberlandesgericht_k_ln_german,metadata
1996_sedelmayer_v_russia_decision_of_the_bundesgerichtshof_case_no_vii_zb_37_08,1996,1996_sedelmayer_v_russia,decision_of_the_bundesgerichtshof_case_no_vii_zb_37_08,metadata
1996_sedelmayer_v_russia_decision_of_the_bundesverfassungsgericht_case_no_2_bvr_2162_07_and_case_no_2_bvr_2271_07,1996,1996_sedelmayer_v_russia,decision_of_the_bundesverfassungsgericht_case_no_2_bvr_2162_07_and_case_no_2_bvr_2271_07,metadata
1996_sedelmayer_v_russia_decision_of_the_german_federal_court_of_justice_german,1996,1996_sedelmayer_v_russia,decision_of_the_german_federal_court_of_justice_german,metadata
1996_sedelmayer_v_russia_decision_of_the_kammergericht_berlin_case_no_1_w_276_09,1996,1996_sedelmayer_v_russia,decision_of_the_kammergericht_berlin_case_no_1_w_276_09,metadata
1996_sedelmayer_v_russia_decision_of_the_kammergericht_berlin_case_no_20_sch_1_07,1996,1996_sedelmayer_v_russia,decision_of_the_kammergericht_berlin_case_no_20_sch_1_07,metadata
1996_sedelmayer_v_russia_decision_of_the_kammergericht_berlin_case_no_25_w_15_03,1996,1996_sedelmayer_v_russia,decision_of_the_kammergericht_berlin_case_no_25_w_15_03,metadata
1996_sedelmayer_v_russia_decision_of_the_landgericht_k_ln_case_no_22_o_410_03,1996,1996_sedelmayer_v_russia,decision_of_the_landgericht_k_ln_case_no_22_o_410_03,metadata
1996_sedelmayer_v_russia_decision_of_the_landgericht_k_ln_case_no_7_o_26_06,1996,1996_sedelmayer_v_russia,decision_of_the_landgericht_k_ln_case_no_7_o_26_06,metadata
1996_sedelmayer_v_russia_decision_of_the_oberlandesgericht_k_ln_case_no_11_u_6_07,1996,1996_sedelmayer_v_russia,decision_of_the_oberlandesgericht_k_ln_case_no_11_u_6_07,metadata
1996_sedelmayer_v_russia_decision_of_the_oberlandesgericht_k_ln_case_no_16_w_35_02,1996,1996_sedelmayer_v_russia,decision_of_the_oberlandesgericht_k_ln_case_no_16_w_35_02,metadata
1996_sedelmayer_v_russia_decision_of_the_oberlandesgericht_k_ln_case_no_8_w_59_07,1996,1996_sedelmayer_v_russia,decision_of_the_oberlandesgericht_k_ln_case_no_8_w_59_07,metadata
1996_sedelmayer_v_russia_decision_of_the_stockholm_district_court_on_the_set_aside_application_swedish,1996,1996_sedelmayer_v_russia,decision_of_the_stockholm_district_court_on_the_set_aside_application_swedish,metadata
1996_sedelmayer_v_russia_decision_of_the_swedish_supreme_court_swedish,1996,1996_sedelmayer_v_russia,decision_of_the_swedish_supreme_court_swedish,metadata
1996_sedelmayer_v_russia_dissenting_opinion_of_arbitrator_prof_ivan_s_zykin,1996,1996_sedelmayer_v_russia,dissenting_opinion_of_arbitrator_prof_ivan_s_zykin,metadata
1996_sedelmayer_v_russia_judgment_of_the_city_court_of_stockholm_german,1996,1996_sedelmayer_v_russia,judgment_of_the_city_court_of_stockholm_german,metadata
1996_sedelmayer_v_russia_judgment_of_the_svea_court_of_appeal_english,1996,1996_sedelmayer_v_russia,judgment_of_the_svea_court_of_appeal_english,metadata
1996_sedelmayer_v_russia_order_of_the_german_federal_supreme_court_german,1996,1996_sedelmayer_v_russia,order_of_the_german_federal_supreme_court_german,metadata
1997_azinian_v_mexico_award_english,1997,1997_azinian_v_mexico,award_english,metadata
1997_azinian_v_mexico_claimants_closing_memorial,1997,1997_azinian_v_mexico,claimants_closing_memorial,metadata
1997_azinian_v_mexico_claimants_memorial,1997,1997_azinian_v_mexico,claimants_memorial,metadata
1997_azinian_v_mexico_claimants_reply_to_counter_memorial_english,1997,1997_azinian_v_mexico,claimants_reply_to_counter_memorial_english,metadata
1997_azinian_v_mexico_counter_memorial_spanish,1997,1997_azinian_v_mexico,counter_memorial_spanish,metadata
1997_azinian_v_mexico_interim_decision_concerning_respondent_s_motion_for_directions,1997,1997_azinian_v_mexico,interim_decision_concerning_respondent_s_motion_for_directions,metadata
1997_azinian_v_mexico_notice_of_arbitration,1997,1997_azinian_v_mexico,notice_of_arbitration,metadata
1997_azinian_v_mexico_notice_of_intent_to_submit_a_claim_to_arbitration,1997,1997_azinian_v_mexico,notice_of_intent_to_submit_a_claim_to_arbitration,metadata
1997_azinian_v_mexico_respondent_s_post_hearing_submission,1997,1997_azinian_v_mexico,respondent_s_post_hearing_submission,metadata
1997_azinian_v_mexico_respondent_s_rejoinder_english,1997,1997_azinian_v_mexico,respondent_s_rejoinder_english,metadata
1997_csob_v_slovakia_award,1997,1997_csob_v_slovakia,award,metadata
1997_csob_v_slovakia_decision_of_the_tribunal_on_objections_to_jurisdiction,1997,1997_csob_v_slovakia,decision_of_the_tribunal_on_objections_to_jurisdiction,metadata
1997_csob_v_slovakia_decision_of_the_tribunal_on_respondent_s_further_and_partial_objection_to_jurisdiction,1997,1997_csob_v_slovakia,decision_of_the_tribunal_on_respondent_s_further_and_partial_objection_to_jurisdiction,metadata
1997_csob_v_slovakia_procedural_order_no_2,1997,1997_csob_v_slovakia,procedural_order_no_2,metadata
1997_csob_v_slovakia_procedural_order_no_3,1997,1997_csob_v_slovakia,procedural_order_no_3,metadata
1997_csob_v_slovakia_procedural_order_no_4,1997,1997_csob_v_slovakia,procedural_order_no_4,metadata
1997_csob_v_slovakia_procedural_order_no_5,1997,1997_csob_v_slovakia,procedural_order_no_5,metadata
1997_ethyl_v_canada_award_on_jurisdiction,1997,1997_ethyl_v_canada,award_on_jurisdiction,metadata
1997_ethyl_v_canada_notice_of_arbitration,1997,1997_ethyl_v_canada,notice_of_arbitration,metadata
1997_ethyl_v_canada_notice_of_intent_to_submit_a_claim_to_arbitration,1997,1997_ethyl_v_canada,notice_of_intent_to_submit_a_claim_to_arbitration,metadata
1997_ethyl_v_canada_procedural_order_no_1,1997,1997_ethyl_v_canada,procedural_order_no_1,metadata
1997_ethyl_v_canada_respondent_s_memorandum_of_argument_on_place_of_arbitration,1997,1997_ethyl_v_canada,respondent_s_memorandum_of_argument_on_place_of_arbitration,metadata
1997_ethyl_v_canada_tribunal_s_decision_on_the_place_of_arbitration,1997,1997_ethyl_v_canada,tribunal_s_decision_on_the_place_of_arbitration,metadata
1997_lanco_v_argentina_jurisdiction_of_the_arbitral_tribunal_reproduced_with_permission_from_40_ilm_457_asil_and_heinonline,1997,1997_lanco_v_argentina,jurisdiction_of_the_arbitral_tribunal_reproduced_with_permission_from_40_ilm_457_asil_and_heinonline,metadata
1997_maffezini_v_spain_award_english,1997,1997_maffezini_v_spain,award_english,metadata
1997_maffezini_v_spain_decision_of_the_tribunal_on_objections_to_jurisdiction_english,1997,1997_maffezini_v_spain,decision_of_the_tribunal_on_objections_to_jurisdiction_english,metadata
1997_maffezini_v_spain_decision_on_request_for_provisional_measures_spanish,1997,1997_maffezini_v_spain,decision_on_request_for_provisional_measures_spanish,metadata
1997_maffezini_v_spain_procedural_order_no_2_english,1997,1997_maffezini_v_spain,procedural_order_no_2_english,metadata
1997_maffezini_v_spain_rectification_of_the_award_english,1997,1997_maffezini_v_spain,rectification_of_the_award_english,metadata
1997_metalclad_v_mexico_award_english,1997,1997_metalclad_v_mexico,award_english,metadata
1997_metalclad_v_mexico_challenge_to_the_arbitral_award,1997,1997_metalclad_v_mexico,challenge_to_the_arbitral_award,metadata
1997_metalclad_v_mexico_claimant_s_memorial_volume_i_english,1997,1997_metalclad_v_mexico,claimant_s_memorial_volume_i_english,metadata
1997_metalclad_v_mexico_claimant_s_post_hearing_brief,1997,1997_metalclad_v_mexico,claimant_s_post_hearing_brief,metadata
1997_metalclad_v_mexico_claimant_s_reply_english,1997,1997_metalclad_v_mexico,claimant_s_reply_english,metadata
1997_metalclad_v_mexico_decision_by_the_tribunal_on_a_request_of_the_claimant_concerning_the_filing_of_the_respondent_s_counter_memorial_and_its_annexes,1997,1997_metalclad_v_mexico,decision_by_the_tribunal_on_a_request_of_the_claimant_concerning_the_filing_of_the_respondent_s_counter_memorial_and_its_annexes,metadata
1997_metalclad_v_mexico_decision_on_a_request_by_the_respondent_for_an_order_prohibiting_the_claimant_from_revealing_information,1997,1997_metalclad_v_mexico,decision_on_a_request_by_the_respondent_for_an_order_prohibiting_the_claimant_from_revealing_information,metadata
1997_metalclad_v_mexico_metalclad_s_letter_regarding_consent_to_arbitration_and_waiver_of_rights_of_disputing_investor_and_the_enterprise,1997,1997_metalclad_v_mexico,metalclad_s_letter_regarding_consent_to_arbitration_and_waiver_of_rights_of_disputing_investor_and_the_enterprise,metadata
1997_metalclad_v_mexico_notice_of_claim,1997,1997_metalclad_v_mexico,notice_of_claim,metadata
1997_metalclad_v_mexico_outline_of_argument_of_intervenor_attorney_general_of_canada,1997,1997_metalclad_v_mexico,outline_of_argument_of_intervenor_attorney_general_of_canada,metadata
1997_metalclad_v_mexico_procedural_order_no_4,1997,1997_metalclad_v_mexico,procedural_order_no_4,metadata
1997_metalclad_v_mexico_procedural_order_no_5,1997,1997_metalclad_v_mexico,procedural_order_no_5,metadata
1997_metalclad_v_mexico_respondent_s_counter_memorial,1997,1997_metalclad_v_mexico,respondent_s_counter_memorial,metadata
1997_metalclad_v_mexico_respondent_s_post_hearing_submission,1997,1997_metalclad_v_mexico,respondent_s_post_hearing_submission,metadata
1997_metalclad_v_mexico_submission_of_the_government_of_canada,1997,1997_metalclad_v_mexico,submission_of_the_government_of_canada,metadata
1997_metalclad_v_mexico_submission_of_the_united_states_of_america,1997,1997_metalclad_v_mexico,submission_of_the_united_states_of_america,metadata
1997_metalclad_v_mexico_supplementary_reasons_for_judgment,1997,1997_metalclad_v_mexico,supplementary_reasons_for_judgment,metadata
1997_metalclad_v_mexico_the_questions_of_the_reply_and_the_rejoinder,1997,1997_metalclad_v_mexico,the_questions_of_the_reply_and_the_rejoinder,metadata
1997_vivendi_v_argentina_i_award_english,1997,1997_vivendi_v_argentina_i,award_english,metadata
1997_vivendi_v_argentina_i_claimants_response_to_respondent_s_letter,1997,1997_vivendi_v_argentina_i,claimants_response_to_respondent_s_letter,metadata
1997_vivendi_v_argentina_i_decision_of_the_ad_hoc_committee_on_the_request_for_supplementation_and_rectification_of_its_decision_english,1997,1997_vivendi_v_argentina_i,decision_of_the_ad_hoc_committee_on_the_request_for_supplementation_and_rectification_of_its_decision_english,metadata
1997_vivendi_v_argentina_i_decision_on_annulment_english,1997,1997_vivendi_v_argentina_i,decision_on_annulment_english,metadata
1997_vivendi_v_argentina_i_decision_on_jurisdiction,1997,1997_vivendi_v_argentina_i,decision_on_jurisdiction,metadata
1997_vivendi_v_argentina_i_decision_on_the_argentine_republic_s_request_for_a_continued_stay_of_enforcement_of_the_award_icsid_rule_54,1997,1997_vivendi_v_argentina_i,decision_on_the_argentine_republic_s_request_for_a_continued_stay_of_enforcement_of_the_award_icsid_rule_54,metadata
1997_vivendi_v_argentina_i_decision_on_the_argentine_republic_s_request_for_annulment_of_the_award_rendered_on_20_august_2007_english,1997,1997_vivendi_v_argentina_i,decision_on_the_argentine_republic_s_request_for_annulment_of_the_award_rendered_on_20_august_2007_english,metadata
1997_vivendi_v_argentina_i_decision_on_the_challenge_to_the_president_of_the_committee_english,1997,1997_vivendi_v_argentina_i,decision_on_the_challenge_to_the_president_of_the_committee_english,metadata
1997_vivendi_v_argentina_i_respondent_s_letter,1997,1997_vivendi_v_argentina_i,respondent_s_letter,metadata
1997_vivendi_v_argentina_i_respondent_s_letter_regarding_stay_of_enforcement,1997,1997_vivendi_v_argentina_i,respondent_s_letter_regarding_stay_of_enforcement,metadata
1998_benhamou_v_uruguay_decision_on_jurisdictional_objections_spanish,1998,1998_benhamou_v_uruguay,decision_on_jurisdictional_objections_spanish,metadata
1998_houston_industries_v_argentina_award_spanish,1998,1998_houston_industries_v_argentina,award_spanish,metadata
1998_houston_industries_v_argentina_declaration_of_santiaqo_torres_bern_rdez_spanish,1998,1998_houston_industries_v_argentina,declaration_of_santiaqo_torres_bern_rdez_spanish,metadata
1998_houston_industries_v_argentina_judgment_of_the_argentine_appeals_court_on_access_to_icsid_awards_spanish,1998,1998_houston_industries_v_argentina,judgment_of_the_argentine_appeals_court_on_access_to_icsid_awards_spanish,metadata
1998_houston_industries_v_argentina_judgment_of_the_argentine_first_instance_court_on_access_to_icsid_awards_spanish,1998,1998_houston_industries_v_argentina,judgment_of_the_argentine_first_instance_court_on_access_to_icsid_awards_spanish,metadata
1998_lemire_v_ukraine_i_award,1998,1998_lemire_v_ukraine_i,award,metadata
1998_loewen_v_usa_award,1998,1998_loewen_v_usa,award,metadata
1998_loewen_v_usa_canada_s_1128_submission,1998,1998_loewen_v_usa,canada_s_1128_submission,metadata
1998_loewen_v_usa_canada_s_second_1128_submission,1998,1998_loewen_v_usa,canada_s_second_1128_submission,metadata
1998_loewen_v_usa_claimants_joint_reply,1998,1998_loewen_v_usa,claimants_joint_reply,metadata
1998_loewen_v_usa_claimants_response_to_article_1128_submissions,1998,1998_loewen_v_usa,claimants_response_to_article_1128_submissions,metadata
1998_loewen_v_usa_decision_on_hearing_of_respondent_s_objection_to_competence_and_jurisdiction,1998,1998_loewen_v_usa,decision_on_hearing_of_respondent_s_objection_to_competence_and_jurisdiction,metadata
1998_loewen_v_usa_decision_on_respondent_s_request_for_a_supplementary_decision,1998,1998_loewen_v_usa,decision_on_respondent_s_request_for_a_supplementary_decision,metadata
1998_loewen_v_usa_loewen_s_response_to_article_1128_submissions,1998,1998_loewen_v_usa,loewen_s_response_to_article_1128_submissions,metadata
1998_loewen_v_usa_memorandum_opinion_dismissing_claimant_s_motion_to_vacate_award,1998,1998_loewen_v_usa,memorandum_opinion_dismissing_claimant_s_motion_to_vacate_award,metadata
1998_loewen_v_usa_mexico_s_first_1128_submission,1998,1998_loewen_v_usa,mexico_s_first_1128_submission,metadata
1998_loewen_v_usa_mexico_s_second_1128_submission,1998,1998_loewen_v_usa,mexico_s_second_1128_submission,metadata
1998_loewen_v_usa_mexico_s_third_1128_submission,1998,1998_loewen_v_usa,mexico_s_third_1128_submission,metadata
1998_loewen_v_usa_motion_to_vacate_and_remand_arbitration_award,1998,1998_loewen_v_usa,motion_to_vacate_and_remand_arbitration_award,metadata
1998_loewen_v_usa_notice_of_arbitration,1998,1998_loewen_v_usa,notice_of_arbitration,metadata
1998_loewen_v_usa_notice_of_petition_to_vacate,1998,1998_loewen_v_usa,notice_of_petition_to_vacate,metadata
1998_loewen_v_usa_opinion_of_christopher_greenwood_q_c_on_the_denial_of_justice_under_international_law,1998,1998_loewen_v_usa,opinion_of_christopher_greenwood_q_c_on_the_denial_of_justice_under_international_law,metadata
1998_loewen_v_usa_opinion_of_richard_b_bilder_on_international_law_governing_state_responsibility_for_treatment_of_foreign_investors,1998,1998_loewen_v_usa,opinion_of_richard_b_bilder_on_international_law_governing_state_responsibility_for_treatment_of_foreign_investors,metadata
1998_loewen_v_usa_opinion_of_sir_ian_sinclair_on_merits_of_the_claims_under_nafta_arts_1102,1998,1998_loewen_v_usa,opinion_of_sir_ian_sinclair_on_merits_of_the_claims_under_nafta_arts_1102,metadata
1998_loewen_v_usa_opinion_of_sir_robert_jennings_on_the_general_nature_of_claim,1998,1998_loewen_v_usa,opinion_of_sir_robert_jennings_on_the_general_nature_of_claim,metadata
1998_loewen_v_usa_opposition_to_petitioner_s_motion_to_vacate_and_remand_arbitration_award,1998,1998_loewen_v_usa,opposition_to_petitioner_s_motion_to_vacate_and_remand_arbitration_award,metadata
1998_loewen_v_usa_raymond_loewen_s_rejoinder_submission_on_request_for_supplemental_decision,1998,1998_loewen_v_usa,raymond_loewen_s_rejoinder_submission_on_request_for_supplemental_decision,metadata
1998_loewen_v_usa_raymond_loewen_s_submission_on_request_for_supplementary_decision,1998,1998_loewen_v_usa,raymond_loewen_s_submission_on_request_for_supplementary_decision,metadata
1998_loewen_v_usa_reply_to_united_states_opposition_to_petitioners_motion_to_vacate_and_remand_arbitration_award,1998,1998_loewen_v_usa,reply_to_united_states_opposition_to_petitioners_motion_to_vacate_and_remand_arbitration_award,metadata
1998_loewen_v_usa_second_opinion_of_christopher_greenwood_q_c_a_reply_to_sir_ian_sinclair,1998,1998_loewen_v_usa,second_opinion_of_christopher_greenwood_q_c_a_reply_to_sir_ian_sinclair,metadata
1998_loewen_v_usa_statement_of_armis_e_hawkins_on_denial_of_justice,1998,1998_loewen_v_usa,statement_of_armis_e_hawkins_on_denial_of_justice,metadata
1998_loewen_v_usa_statement_of_stephan_landsman_on_trial_fairness,1998,1998_loewen_v_usa,statement_of_stephan_landsman_on_trial_fairness,metadata
1998_loewen_v_usa_statement_of_w_joel_blass_a_comment_on_statements_by_judges_hawkins_and_clark,1998,1998_loewen_v_usa,statement_of_w_joel_blass_a_comment_on_statements_by_judges_hawkins_and_clark,metadata
1998_loewen_v_usa_supplemental_statement_of_jack_f_dunbar_on_mississippi_law_and_trial_practice,1998,1998_loewen_v_usa,supplemental_statement_of_jack_f_dunbar_on_mississippi_law_and_trial_practice,metadata
1998_loewen_v_usa_tlgi_counter_memorial_on_matters_of_jurisdiction_and_competence,1998,1998_loewen_v_usa,tlgi_counter_memorial_on_matters_of_jurisdiction_and_competence,metadata
1998_loewen_v_usa_tlgi_rejoinder_on_matters_of_jurisdiction_and_competence,1998,1998_loewen_v_usa,tlgi_rejoinder_on_matters_of_jurisdiction_and_competence,metadata
1998_loewen_v_usa_u_s_counter_memorial,1998,1998_loewen_v_usa,u_s_counter_memorial,metadata
1998_loewen_v_usa_u_s_memorial_on_matters_of_competence_arising_from_restructuring_of_tlgi,1998,1998_loewen_v_usa,u_s_memorial_on_matters_of_competence_arising_from_restructuring_of_tlgi,metadata
1998_loewen_v_usa_u_s_rejoinder,1998,1998_loewen_v_usa,u_s_rejoinder,metadata
1998_loewen_v_usa_u_s_reply_on_matters_of_competence_arising_from_restructuring_of_tlgi,1998,1998_loewen_v_usa,u_s_reply_on_matters_of_competence_arising_from_restructuring_of_tlgi,metadata
1998_loewen_v_usa_u_s_reply_submission_on_request_for_supplemental_decision,1998,1998_loewen_v_usa,u_s_reply_submission_on_request_for_supplemental_decision,metadata
1998_loewen_v_usa_u_s_request_for_supplementary_decision,1998,1998_loewen_v_usa,u_s_request_for_supplementary_decision,metadata
1998_loewen_v_usa_u_s_response_to_1128_submissions,1998,1998_loewen_v_usa,u_s_response_to_1128_submissions,metadata
1998_loewen_v_usa_u_s_response_to_article_1128_submissions,1998,1998_loewen_v_usa,u_s_response_to_article_1128_submissions,metadata
1998_loewen_v_usa_us_government_internal_inter_agency_documents_part_1_1999,1998,1998_loewen_v_usa,us_government_internal_inter_agency_documents_part_1_1999,metadata
1998_loewen_v_usa_us_government_internal_inter_agency_documents_part_2_1999_2000,1998,1998_loewen_v_usa,us_government_internal_inter_agency_documents_part_2_1999_2000,metadata
1998_myers_v_canada_canada_s_supplementary_memorial,1998,1998_myers_v_canada,canada_s_supplementary_memorial,metadata
1998_myers_v_canada_claimant_s_reply,1998,1998_myers_v_canada,claimant_s_reply,metadata
1998_myers_v_canada_claimant_s_statement_of_claim,1998,1998_myers_v_canada,claimant_s_statement_of_claim,metadata
1998_myers_v_canada_counter_memorial_damages_phase,1998,1998_myers_v_canada,counter_memorial_damages_phase,metadata
1998_myers_v_canada_dissenting_opinion_of_professor_bryan_p_schwartz_concerning_the_apportionment_of_costs_between_the_disputing_parties,1998,1998_myers_v_canada,dissenting_opinion_of_professor_bryan_p_schwartz_concerning_the_apportionment_of_costs_between_the_disputing_parties,metadata
1998_myers_v_canada_final_award_concerning_the_apportionment_of_costs_between_the_disputing_parties,1998,1998_myers_v_canada,final_award_concerning_the_apportionment_of_costs_between_the_disputing_parties,metadata
1998_myers_v_canada_investor_s_memorial_damages_phase,1998,1998_myers_v_canada,investor_s_memorial_damages_phase,metadata
1998_myers_v_canada_investor_s_reply_memorandum_on_us_law_issues,1998,1998_myers_v_canada,investor_s_reply_memorandum_on_us_law_issues,metadata
1998_myers_v_canada_investor_s_reply_memorial_damages_phase,1998,1998_myers_v_canada,investor_s_reply_memorial_damages_phase,metadata
1998_myers_v_canada_investor_s_reply_to_respondent_s_submission_on_stay_of_arbitration,1998,1998_myers_v_canada,investor_s_reply_to_respondent_s_submission_on_stay_of_arbitration,metadata
1998_myers_v_canada_investor_s_reply_to_respondent_s_supplementary_memorial,1998,1998_myers_v_canada,investor_s_reply_to_respondent_s_supplementary_memorial,metadata
1998_myers_v_canada_investor_s_reply_to_the_submission_of_mexico,1998,1998_myers_v_canada,investor_s_reply_to_the_submission_of_mexico,metadata
1998_myers_v_canada_investor_s_submission_on_costs,1998,1998_myers_v_canada,investor_s_submission_on_costs,metadata
1998_myers_v_canada_investor_s_summary_on_damages,1998,1998_myers_v_canada,investor_s_summary_on_damages,metadata
1998_myers_v_canada_investor_s_supplemental_memorial,1998,1998_myers_v_canada,investor_s_supplemental_memorial,metadata
1998_myers_v_canada_memorial_of_the_investor_initial_phase,1998,1998_myers_v_canada,memorial_of_the_investor_initial_phase,metadata
1998_myers_v_canada_notice_of_arbitration,1998,1998_myers_v_canada,notice_of_arbitration,metadata
1998_myers_v_canada_notice_of_intent_to_submit_a_claim_to_arbitration,1998,1998_myers_v_canada,notice_of_intent_to_submit_a_claim_to_arbitration,metadata
1998_myers_v_canada_partial_award,1998,1998_myers_v_canada,partial_award,metadata
1998_myers_v_canada_procedural_order_no_16_concerning_confidentiality_in_materials_produced_in_the_arbitration,1998,1998_myers_v_canada,procedural_order_no_16_concerning_confidentiality_in_materials_produced_in_the_arbitration,metadata
1998_myers_v_canada_procedural_order_no_17_and_no_18,1998,1998_myers_v_canada,procedural_order_no_17_and_no_18,metadata
1998_myers_v_canada_procedural_order_no_19,1998,1998_myers_v_canada,procedural_order_no_19,metadata
1998_myers_v_canada_procedural_order_no_20,1998,1998_myers_v_canada,procedural_order_no_20,metadata
1998_myers_v_canada_procedural_order_no_21_concerning_applications_for_correction_and_interpretation_of_the_tribunals_second_partial_award,1998,1998_myers_v_canada,procedural_order_no_21_concerning_applications_for_correction_and_interpretation_of_the_tribunals_second_partial_award,metadata
1998_myers_v_canada_procedural_orders_no_1_through_no_16_dates_vary,1998,1998_myers_v_canada,procedural_orders_no_1_through_no_16_dates_vary,metadata
1998_myers_v_canada_reasons_for_order_review_by_federal_court_of_canada,1998,1998_myers_v_canada,reasons_for_order_review_by_federal_court_of_canada,metadata
1998_myers_v_canada_respondent_s_application_for_a_stay_of_proceedings_pending_the_outcome_of_canada_s_federal_court_application_to_set_aside,1998,1998_myers_v_canada,respondent_s_application_for_a_stay_of_proceedings_pending_the_outcome_of_canada_s_federal_court_application_to_set_aside,metadata
1998_myers_v_canada_respondent_s_counter_memorial,1998,1998_myers_v_canada,respondent_s_counter_memorial,metadata
1998_myers_v_canada_respondent_s_memorial_on_costs,1998,1998_myers_v_canada,respondent_s_memorial_on_costs,metadata
1998_myers_v_canada_respondent_s_rejoinder_memorial_damages_phase,1998,1998_myers_v_canada,respondent_s_rejoinder_memorial_damages_phase,metadata
1998_myers_v_canada_respondent_s_reply_to_claimant_s_supplemental_memorial,1998,1998_myers_v_canada,respondent_s_reply_to_claimant_s_supplemental_memorial,metadata
1998_myers_v_canada_respondent_s_statement_of_defence,1998,1998_myers_v_canada,respondent_s_statement_of_defence,metadata
1998_myers_v_canada_second_partial_award,1998,1998_myers_v_canada,second_partial_award,metadata
1998_myers_v_canada_separate_opinion_by_dr_bryan_schwartz_on_the_partial_award,1998,1998_myers_v_canada,separate_opinion_by_dr_bryan_schwartz_on_the_partial_award,metadata
1998_myers_v_canada_submission_of_the_united_states_of_america,1998,1998_myers_v_canada,submission_of_the_united_states_of_america,metadata
1998_myers_v_canada_supplementary_counter_memorial_of_the_government_of_canada_damages_phase,1998,1998_myers_v_canada,supplementary_counter_memorial_of_the_government_of_canada_damages_phase,metadata
1998_olguin_v_paraguay_award_spanish,1998,1998_olguin_v_paraguay,award_spanish,metadata
1998_olguin_v_paraguay_decision_on_jurisdiction_spanish,1998,1998_olguin_v_paraguay,decision_on_jurisdiction_spanish,metadata
1998_pey_casado_and_allende_foundation_v_chile_accompanying_document_ii_to_claimant_s_observations_to_chile_s_petition_to_stay_enforcement_of_the_award_french,1998,1998_pey_casado_and_allende_foundation_v_chile,accompanying_document_ii_to_claimant_s_observations_to_chile_s_petition_to_stay_enforcement_of_the_award_french,metadata
1998_pey_casado_and_allende_foundation_v_chile_accompanying_document_to_claimant_s_observations_to_chile_s_petition_to_stay_enforcement_of_the_award_french,1998,1998_pey_casado_and_allende_foundation_v_chile,accompanying_document_to_claimant_s_observations_to_chile_s_petition_to_stay_enforcement_of_the_award_french,metadata
