folder_name,year,arbitration_id,doc_name,match_method
2009_chevron_and_texpet_v_ecuador_ii_second_interim_award_on_interim_measures,2009,2009_chevron_and_texpet_v_ecuador_ii,second_interim_award_on_interim_measures,metadata
2009_chevron_and_texpet_v_ecuador_ii_second_partial_award_on_track_ii,2009,2009_chevron_and_texpet_v_ecuador_ii,second_partial_award_on_track_ii,metadata
2009_chevron_and_texpet_v_ecuador_ii_second_partial_award_on_track_ii_full_text,2009,2009_chevron_and_texpet_v_ecuador_ii,second_partial_award_on_track_ii_full_text,metadata
2009_chevron_and_texpet_v_ecuador_ii_set_aside_judgment,2009,2009_chevron_and_texpet_v_ecuador_ii,set_aside_judgment,metadata
2009_chevron_and_texpet_v_ecuador_ii_settlement_agreement_between_chevron_and_h5,2009,2009_chevron_and_texpet_v_ecuador_ii,settlement_agreement_between_chevron_and_h5,metadata
2009_chevron_and_texpet_v_ecuador_ii_submission_of_amici,2009,2009_chevron_and_texpet_v_ecuador_ii,submission_of_amici,metadata
2009_chevron_and_texpet_v_ecuador_ii_supplemental_expert_report_of_j_christopher_racich,2009,2009_chevron_and_texpet_v_ecuador_ii,supplemental_expert_report_of_j_christopher_racich,metadata
2009_chevron_and_texpet_v_ecuador_ii_supreme_court_of_argentina_decision_on_the_enforcement_of_the_ecuadorian_judgment_spanish,2009,2009_chevron_and_texpet_v_ecuador_ii,supreme_court_of_argentina_decision_on_the_enforcement_of_the_ecuadorian_judgment_spanish,metadata
2009_chevron_and_texpet_v_ecuador_ii_supreme_court_of_canada_judgment_in_chevron_corp_v_yaiguaje_2015_scc_42,2009,2009_chevron_and_texpet_v_ecuador_ii,supreme_court_of_canada_judgment_in_chevron_corp_v_yaiguaje_2015_scc_42,metadata
2009_chevron_and_texpet_v_ecuador_ii_the_aguarico_06_site_visit,2009,2009_chevron_and_texpet_v_ecuador_ii,the_aguarico_06_site_visit,metadata
2009_chevron_and_texpet_v_ecuador_ii_the_lago_agrio_02_site_visit,2009,2009_chevron_and_texpet_v_ecuador_ii,the_lago_agrio_02_site_visit,metadata
2009_chevron_and_texpet_v_ecuador_ii_the_shushufindi_34_site_visit,2009,2009_chevron_and_texpet_v_ecuador_ii,the_shushufindi_34_site_visit,metadata
2009_chevron_and_texpet_v_ecuador_ii_the_shushufindi_55_site_visit,2009,2009_chevron_and_texpet_v_ecuador_ii,the_shushufindi_55_site_visit,metadata
2009_chevron_and_texpet_v_ecuador_ii_third_interim_award_on_jurisdiction_and_admissibility,2009,2009_chevron_and_texpet_v_ecuador_ii,third_interim_award_on_jurisdiction_and_admissibility,metadata
2009_chevron_and_texpet_v_ecuador_ii_track_2_counter_memorial_on_the_merits_of_the_republic_of_ecuador,2009,2009_chevron_and_texpet_v_ecuador_ii,track_2_counter_memorial_on_the_merits_of_the_republic_of_ecuador,metadata
2009_chevron_and_texpet_v_ecuador_ii_track_2_supplemental_rejoinder_on_the_merits_of_the_republic_of_ecuador,2009,2009_chevron_and_texpet_v_ecuador_ii,track_2_supplemental_rejoinder_on_the_merits_of_the_republic_of_ecuador,metadata
2009_chevron_and_texpet_v_ecuador_ii_transcripts_track_2_hearing_volumes_1_to_13_from_21_april_2015_to_8_may_2015,2009,2009_chevron_and_texpet_v_ecuador_ii,transcripts_track_2_hearing_volumes_1_to_13_from_21_april_2015_to_8_may_2015,metadata
2009_commerce_group_v_el_salvador_application_for_annulment,2009,2009_commerce_group_v_el_salvador,application_for_annulment,metadata
2009_commerce_group_v_el_salvador_award_english,2009,2009_commerce_group_v_el_salvador,award_english,metadata
2009_commerce_group_v_el_salvador_claimants_application_for_costs,2009,2009_commerce_group_v_el_salvador,claimants_application_for_costs,metadata
2009_commerce_group_v_el_salvador_claimants_request_for_additional_time_to_find_financial_resources,2009,2009_commerce_group_v_el_salvador,claimants_request_for_additional_time_to_find_financial_resources,metadata
2009_commerce_group_v_el_salvador_claimants_response_to_el_salvador_s_application_for_security_for_costs,2009,2009_commerce_group_v_el_salvador,claimants_response_to_el_salvador_s_application_for_security_for_costs,metadata
2009_commerce_group_v_el_salvador_comunicaci_n_de_la_rep_blica_de_nicaragu,2009,2009_commerce_group_v_el_salvador,comunicaci_n_de_la_rep_blica_de_nicaragu,metadata
2009_commerce_group_v_el_salvador_cover_letter_to_the_non_disputing_party_submission_of_the_republic_of_costa_rica_spanish,2009,2009_commerce_group_v_el_salvador,cover_letter_to_the_non_disputing_party_submission_of_the_republic_of_costa_rica_spanish,metadata
2009_commerce_group_v_el_salvador_decision_on_el_salvador_s_application_for_security_for_costs,2009,2009_commerce_group_v_el_salvador,decision_on_el_salvador_s_application_for_security_for_costs,metadata
2009_commerce_group_v_el_salvador_el_salvador_s_counter_memorial_in_opposition_to_claimants_application_for_annulment,2009,2009_commerce_group_v_el_salvador,el_salvador_s_counter_memorial_in_opposition_to_claimants_application_for_annulment,metadata
2009_commerce_group_v_el_salvador_el_salvador_s_letter_to_icsid_inviting_the_claimants_to_terminate_the_case,2009,2009_commerce_group_v_el_salvador,el_salvador_s_letter_to_icsid_inviting_the_claimants_to_terminate_the_case,metadata
2009_commerce_group_v_el_salvador_el_salvador_s_letter_to_the_tribunal_in_response_to_claimants_application_for_fees_and_costs,2009,2009_commerce_group_v_el_salvador,el_salvador_s_letter_to_the_tribunal_in_response_to_claimants_application_for_fees_and_costs,metadata
2009_commerce_group_v_el_salvador_el_salvador_s_observations_on_claimants_inability_to_pay_the_costs_for_the_arbitration,2009,2009_commerce_group_v_el_salvador,el_salvador_s_observations_on_claimants_inability_to_pay_the_costs_for_the_arbitration,metadata
2009_commerce_group_v_el_salvador_freshfields_observations_on_the_arguments_of_the_respondent_s_counsel_about_representation_in_the_arbitral_proceedings,2009,2009_commerce_group_v_el_salvador,freshfields_observations_on_the_arguments_of_the_respondent_s_counsel_about_representation_in_the_arbitral_proceedings,metadata
2009_commerce_group_v_el_salvador_letter_from_claimants_to_icsid_regarding_inability_to_pay_the_fees_for_the_annulment_proceedings,2009,2009_commerce_group_v_el_salvador,letter_from_claimants_to_icsid_regarding_inability_to_pay_the_fees_for_the_annulment_proceedings,metadata
2009_commerce_group_v_el_salvador_letter_from_freshfields_to_icsid_regarding_claimants_litigation_funding,2009,2009_commerce_group_v_el_salvador,letter_from_freshfields_to_icsid_regarding_claimants_litigation_funding,metadata
2009_commerce_group_v_el_salvador_letter_from_the_icsid_notifying_claimants_failure_to_pay_the_costs_and_recommendation_to_stay_the_annulment_proceedings,2009,2009_commerce_group_v_el_salvador,letter_from_the_icsid_notifying_claimants_failure_to_pay_the_costs_and_recommendation_to_stay_the_annulment_proceedings,metadata
2009_commerce_group_v_el_salvador_letter_to_icsid_from_united_states_of_america,2009,2009_commerce_group_v_el_salvador,letter_to_icsid_from_united_states_of_america,metadata
2009_commerce_group_v_el_salvador_memorial_in_support_of_claimants_application_for_annulment,2009,2009_commerce_group_v_el_salvador,memorial_in_support_of_claimants_application_for_annulment,metadata
2009_commerce_group_v_el_salvador_minutes_of_the_first_session_of_the_tribunal,2009,2009_commerce_group_v_el_salvador,minutes_of_the_first_session_of_the_tribunal,metadata
2009_commerce_group_v_el_salvador_non_disputing_party_submission_of_the_republic_of_costa_rica_english,2009,2009_commerce_group_v_el_salvador,non_disputing_party_submission_of_the_republic_of_costa_rica_english,metadata
2009_commerce_group_v_el_salvador_notice_of_arbitration,2009,2009_commerce_group_v_el_salvador,notice_of_arbitration,metadata
2009_commerce_group_v_el_salvador_notice_of_intent_to_file_claim_under_cafta_dr,2009,2009_commerce_group_v_el_salvador,notice_of_intent_to_file_claim_under_cafta_dr,metadata
2009_commerce_group_v_el_salvador_order_of_the_committee_discontinuing_the_proceeding_and_decision_on_costs,2009,2009_commerce_group_v_el_salvador,order_of_the_committee_discontinuing_the_proceeding_and_decision_on_costs,metadata
2009_commerce_group_v_el_salvador_rejoinder_republic_of_el_salvador_s_preliminary_objection,2009,2009_commerce_group_v_el_salvador,rejoinder_republic_of_el_salvador_s_preliminary_objection,metadata
2009_commerce_group_v_el_salvador_reply_memorial_in_support_of_claimants_application_for_annulment,2009,2009_commerce_group_v_el_salvador,reply_memorial_in_support_of_claimants_application_for_annulment,metadata
2009_commerce_group_v_el_salvador_respondent_s_application_for_security_for_costs,2009,2009_commerce_group_v_el_salvador,respondent_s_application_for_security_for_costs,metadata
2009_commerce_group_v_el_salvador_respondent_s_letter_to_the_annulment_committee_in_response_to_the_request_for_advance_payment_and_responding_to_claimants_lette,2009,2009_commerce_group_v_el_salvador,respondent_s_letter_to_the_annulment_committee_in_response_to_the_request_for_advance_payment_and_responding_to_claimants_lette,metadata
2009_commerce_group_v_el_salvador_respondent_s_observations_regarding_claimants_request_for_additional_time_to_find_another_third_party_funder,2009,2009_commerce_group_v_el_salvador,respondent_s_observations_regarding_claimants_request_for_additional_time_to_find_another_third_party_funder,metadata
2009_commerce_group_v_el_salvador_response_to_the_republic_of_el_salvador_s_preliminary_objection,2009,2009_commerce_group_v_el_salvador,response_to_the_republic_of_el_salvador_s_preliminary_objection,metadata
2009_commerce_group_v_el_salvador_the_republic_of_el_salvador_s_preliminary_objection_under_article_10_20_5_of_cafta,2009,2009_commerce_group_v_el_salvador,the_republic_of_el_salvador_s_preliminary_objection_under_article_10_20_5_of_cafta,metadata
2009_commerce_group_v_el_salvador_the_republic_of_el_salvador_s_reply_preliminary_objection_under_cafta_article_10_20_5,2009,2009_commerce_group_v_el_salvador,the_republic_of_el_salvador_s_reply_preliminary_objection_under_cafta_article_10_20_5,metadata
2009_deutsche_bank_v_sri_lanka_award,2009,2009_deutsche_bank_v_sri_lanka,award,metadata
2009_deutsche_bank_v_sri_lanka_dissenting_opinion_of_makhdoom_ali_khan,2009,2009_deutsche_bank_v_sri_lanka,dissenting_opinion_of_makhdoom_ali_khan,metadata
2009_dogan_v_turkmenistan_decision_on_annulment,2009,2009_dogan_v_turkmenistan,decision_on_annulment,metadata
2009_dunkeld_v_belize_i_award,2009,2009_dunkeld_v_belize_i,award,metadata
2009_dunkeld_v_belize_i_judgement_of_the_belize_ca_to_strike_down_injunctions,2009,2009_dunkeld_v_belize_i,judgement_of_the_belize_ca_to_strike_down_injunctions,metadata
2009_dunkeld_v_belize_i_judgment_of_the_court_of_appeal_of_belize,2009,2009_dunkeld_v_belize_i,judgment_of_the_court_of_appeal_of_belize,metadata
2009_dunkeld_v_belize_i_notice_of_arbitration,2009,2009_dunkeld_v_belize_i,notice_of_arbitration,metadata
2009_dunkeld_v_belize_i_procedural_order_no_1,2009,2009_dunkeld_v_belize_i,procedural_order_no_1,metadata
2009_dunkeld_v_belize_i_procedural_order_no_10_by_consent,2009,2009_dunkeld_v_belize_i,procedural_order_no_10_by_consent,metadata
2009_dunkeld_v_belize_i_procedural_order_no_11,2009,2009_dunkeld_v_belize_i,procedural_order_no_11,metadata
2009_dunkeld_v_belize_i_procedural_order_no_2,2009,2009_dunkeld_v_belize_i,procedural_order_no_2,metadata
2009_dunkeld_v_belize_i_procedural_order_no_3,2009,2009_dunkeld_v_belize_i,procedural_order_no_3,metadata
2009_dunkeld_v_belize_i_procedural_order_no_4,2009,2009_dunkeld_v_belize_i,procedural_order_no_4,metadata
2009_dunkeld_v_belize_i_procedural_order_no_5,2009,2009_dunkeld_v_belize_i,procedural_order_no_5,metadata
2009_dunkeld_v_belize_i_procedural_order_no_6,2009,2009_dunkeld_v_belize_i,procedural_order_no_6,metadata
2009_dunkeld_v_belize_i_procedural_order_no_7,2009,2009_dunkeld_v_belize_i,procedural_order_no_7,metadata
2009_dunkeld_v_belize_i_procedural_order_no_8,2009,2009_dunkeld_v_belize_i,procedural_order_no_8,metadata
2009_dunkeld_v_belize_i_procedural_order_no_9,2009,2009_dunkeld_v_belize_i,procedural_order_no_9,metadata
2009_east_cement_v_poland_partial_award,2009,2009_east_cement_v_poland,partial_award,metadata
2009_ece_v_czech_republic_award,2009,2009_ece_v_czech_republic,award,metadata
2009_edf_v_hungary_swiss_federal_supreme_court_decision_on_set_aside_of_award_french_redacted,2009,2009_edf_v_hungary,swiss_federal_supreme_court_decision_on_set_aside_of_award_french_redacted,metadata
2009_euram_bank_v_slovakia_award_on_costs,2009,2009_euram_bank_v_slovakia,award_on_costs,metadata
2009_euram_bank_v_slovakia_award_on_jurisdiction,2009,2009_euram_bank_v_slovakia,award_on_jurisdiction,metadata
2009_euram_bank_v_slovakia_european_commission_observations,2009,2009_euram_bank_v_slovakia,european_commission_observations,metadata
2009_euram_bank_v_slovakia_second_award_on_jurisdiction,2009,2009_euram_bank_v_slovakia,second_award_on_jurisdiction,metadata
2009_evn_v_macedonia_award,2009,2009_evn_v_macedonia,award,metadata
2009_global_trading_v_ukraine_award,2009,2009_global_trading_v_ukraine,award,metadata
2009_globalnet_v_ecuador_order_on_the_discontinuance_of_the_arbitration_proceeding_spanish,2009,2009_globalnet_v_ecuador,order_on_the_discontinuance_of_the_arbitration_proceeding_spanish,metadata
2009_globalnet_v_ecuador_procedural_order_no_5_spanish,2009,2009_globalnet_v_ecuador,procedural_order_no_5_spanish,metadata
2009_gold_reserve_v_venezuela_award,2009,2009_gold_reserve_v_venezuela,award,metadata
2009_gold_reserve_v_venezuela_decision_of_the_paris_court_of_appeal_on_venezuela_s_application_to_set_aside_the_award_french,2009,2009_gold_reserve_v_venezuela,decision_of_the_paris_court_of_appeal_on_venezuela_s_application_to_set_aside_the_award_french,metadata
2009_gold_reserve_v_venezuela_decision_regarding_claimant_s_and_respondent_s_requests_for_corrections,2009,2009_gold_reserve_v_venezuela,decision_regarding_claimant_s_and_respondent_s_requests_for_corrections,metadata
2009_gold_reserve_v_venezuela_export_report_of_brent_c_kaczmarek_cfa,2009,2009_gold_reserve_v_venezuela,export_report_of_brent_c_kaczmarek_cfa,metadata
2009_gold_reserve_v_venezuela_gold_reserve_enters_into_memorandum_of_understanding_with_the_government_of_venezuela_to_settle_gold_reserve_s_arbitration_awar,2009,2009_gold_reserve_v_venezuela,gold_reserve_enters_into_memorandum_of_understanding_with_the_government_of_venezuela_to_settle_gold_reserve_s_arbitration_awar,metadata
2009_gold_reserve_v_venezuela_gold_reserve_s_notice_of_appeal,2009,2009_gold_reserve_v_venezuela,gold_reserve_s_notice_of_appeal,metadata
2009_gold_reserve_v_venezuela_gold_reserve_s_opposition_to_respondent_s_request_to_set_aside_entry_of_default,2009,2009_gold_reserve_v_venezuela,gold_reserve_s_opposition_to_respondent_s_request_to_set_aside_entry_of_default,metadata
2009_gold_reserve_v_venezuela_gold_reserve_s_response_to_respondent_s_corrected_motion_to_stay_execution_of_judgment,2009,2009_gold_reserve_v_venezuela,gold_reserve_s_response_to_respondent_s_corrected_motion_to_stay_execution_of_judgment,metadata
2009_gold_reserve_v_venezuela_judgment_of_the_english_high_court_of_justice_on_enforcement,2009,2009_gold_reserve_v_venezuela,judgment_of_the_english_high_court_of_justice_on_enforcement,metadata
2009_gold_reserve_v_venezuela_judgment_of_the_lisbon_court_of_appeal_english_translation,2009,2009_gold_reserve_v_venezuela,judgment_of_the_lisbon_court_of_appeal_english_translation,metadata
2009_gold_reserve_v_venezuela_judgment_of_the_supreme_court_of_justice_of_portugal_portuguese,2009,2009_gold_reserve_v_venezuela,judgment_of_the_supreme_court_of_justice_of_portugal_portuguese,metadata
2009_gold_reserve_v_venezuela_memorandum_opinion_of_us_district_court,2009,2009_gold_reserve_v_venezuela,memorandum_opinion_of_us_district_court,metadata
2009_gold_reserve_v_venezuela_memorandum_order_of_the_united_states_district_court_for_the_district_of_delaware,2009,2009_gold_reserve_v_venezuela,memorandum_order_of_the_united_states_district_court_for_the_district_of_delaware,metadata
2009_gold_reserve_v_venezuela_opinion_us_court_of_appeal_third_circuit,2009,2009_gold_reserve_v_venezuela,opinion_us_court_of_appeal_third_circuit,metadata
2009_gold_reserve_v_venezuela_order_of_the_united_states_district_court_for_the_district_of_delaware,2009,2009_gold_reserve_v_venezuela,order_of_the_united_states_district_court_for_the_district_of_delaware,metadata
2009_gold_reserve_v_venezuela_order_of_the_us_district_court_for_the_district_of_columbia,2009,2009_gold_reserve_v_venezuela,order_of_the_us_district_court_for_the_district_of_columbia,metadata
2009_gold_reserve_v_venezuela_order_of_the_us_district_court_for_the_district_of_columbia_granting_petitioner_s_petition_to_confirm_arbitration_award,2009,2009_gold_reserve_v_venezuela,order_of_the_us_district_court_for_the_district_of_columbia_granting_petitioner_s_petition_to_confirm_arbitration_award,metadata
2009_gold_reserve_v_venezuela_petitioner_s_sur_reply_in_opposition_to_respondent_s_motion_to_dismiss_or_to_stay_enforcement,2009,2009_gold_reserve_v_venezuela,petitioner_s_sur_reply_in_opposition_to_respondent_s_motion_to_dismiss_or_to_stay_enforcement,metadata
2009_gold_reserve_v_venezuela_second_declaration_of_abby_cohen_smutny,2009,2009_gold_reserve_v_venezuela,second_declaration_of_abby_cohen_smutny,metadata
2009_gold_reserve_v_venezuela_statement_of_appellant_gold_reserve_in_support_of_a_stay_pending_appeal,2009,2009_gold_reserve_v_venezuela,statement_of_appellant_gold_reserve_in_support_of_a_stay_pending_appeal,metadata
2009_gold_reserve_v_venezuela_us_court_proposed_order_on_motion_for_writ_of_attachment_fieri_facias,2009,2009_gold_reserve_v_venezuela,us_court_proposed_order_on_motion_for_writ_of_attachment_fieri_facias,metadata
2009_gold_reserve_v_venezuela_us_court_stipulation_and_proposed_order_on_motion_for_writ_of_attachment_fieri_facias,2009,2009_gold_reserve_v_venezuela,us_court_stipulation_and_proposed_order_on_motion_for_writ_of_attachment_fieri_facias,metadata
2009_gold_reserve_v_venezuela_venezuela_and_gold_reserve_sign_memorandum_of_understanding_for_mining_joint_venture,2009,2009_gold_reserve_v_venezuela,venezuela_and_gold_reserve_sign_memorandum_of_understanding_for_mining_joint_venture,metadata
2009_gold_reserve_v_venezuela_venezuela_s_memorandum_of_points_and_authorities,2009,2009_gold_reserve_v_venezuela,venezuela_s_memorandum_of_points_and_authorities,metadata
2009_gold_reserve_v_venezuela_venezuela_s_motion_to_dismiss_petition_and_to_deny_recognition_of_arbitral_award_or_in_the_alternative_to_stay_enforcement,2009,2009_gold_reserve_v_venezuela,venezuela_s_motion_to_dismiss_petition_and_to_deny_recognition_of_arbitral_award_or_in_the_alternative_to_stay_enforcement,metadata
2009_gold_reserve_v_venezuela_venezuela_s_reply_in_support_of_motion_to_stay_the_execution_of_judgment,2009,2009_gold_reserve_v_venezuela,venezuela_s_reply_in_support_of_motion_to_stay_the_execution_of_judgment,metadata
2009_gold_reserve_v_venezuela_venezuela_s_sur_reply_in_support_of_its_motion_to_dismiss_petition_and_deny_recognition_of_arbitral_award,2009,2009_gold_reserve_v_venezuela,venezuela_s_sur_reply_in_support_of_its_motion_to_dismiss_petition_and_deny_recognition_of_arbitral_award,metadata
2009_h_h_v_egypt_excerpts_of_award,2009,2009_h_h_v_egypt,excerpts_of_award,metadata
2009_h_h_v_egypt_the_tribunal_s_decision_on_respondent_s_objections_to_jurisdiction,2009,2009_h_h_v_egypt,the_tribunal_s_decision_on_respondent_s_objections_to_jurisdiction,metadata
2009_iberdrola_energ_a_v_guatemala_i_award_spanish,2009,2009_iberdrola_energ_a_v_guatemala_i,award_spanish,metadata
2009_iberdrola_energ_a_v_guatemala_i_decision_on_annulment_spanish,2009,2009_iberdrola_energ_a_v_guatemala_i,decision_on_annulment_spanish,metadata
2009_iberdrola_energ_a_v_guatemala_i_dissenting_opinion_of_jos_luis_shaw_spanish,2009,2009_iberdrola_energ_a_v_guatemala_i,dissenting_opinion_of_jos_luis_shaw_spanish,metadata
2009_icrs_v_jordan_order_of_the_tribunal_taking_note_of_the_discontinuance_of_the_proceeding,2009,2009_icrs_v_jordan,order_of_the_tribunal_taking_note_of_the_discontinuance_of_the_proceeding,metadata
2009_icrs_v_jordan_procedural_order_no_1_concerning_the_discontinuance_of_proceedings_with_respect_to_privatization_holding_company_phc,2009,2009_icrs_v_jordan,procedural_order_no_1_concerning_the_discontinuance_of_proceedings_with_respect_to_privatization_holding_company_phc,metadata
2009_icrs_v_jordan_procedural_order_no_2_concerning_the_respondent_s_request_to_stay_the_proceedings,2009,2009_icrs_v_jordan,procedural_order_no_2_concerning_the_respondent_s_request_to_stay_the_proceedings,metadata
2009_icrs_v_jordan_procedural_order_no_3_to_withhold_decisions_on_pending_applications_and_to_defer_december_2010_hearing_on_jurisdiction,2009,2009_icrs_v_jordan,procedural_order_no_3_to_withhold_decisions_on_pending_applications_and_to_defer_december_2010_hearing_on_jurisdiction,metadata
2009_ics_v_argentina_i_award_on_jurisdiction_english,2009,2009_ics_v_argentina_i,award_on_jurisdiction_english,metadata
2009_ics_v_argentina_i_decision_on_challenge_to_arbitrator,2009,2009_ics_v_argentina_i,decision_on_challenge_to_arbitrator,metadata
2009_kt_asia_v_kazakhstan_award,2009,2009_kt_asia_v_kazakhstan,award,metadata
2009_pac_rim_v_el_salvador_appendix_a_of_the_republic_of_el_salvador_s_reply_objections_to_jurisdiction,2009,2009_pac_rim_v_el_salvador,appendix_a_of_the_republic_of_el_salvador_s_reply_objections_to_jurisdiction,metadata
2009_pac_rim_v_el_salvador_application_for_permission_to_proceed_as_amici_curiae_english,2009,2009_pac_rim_v_el_salvador,application_for_permission_to_proceed_as_amici_curiae_english,metadata
2009_pac_rim_v_el_salvador_award_english,2009,2009_pac_rim_v_el_salvador,award_english,metadata
2009_pac_rim_v_el_salvador_claimant_pac_rim_cayman_llc_s_couonter_memorial_response_to_respondent_s_preliminary_objection,2009,2009_pac_rim_v_el_salvador,claimant_pac_rim_cayman_llc_s_couonter_memorial_response_to_respondent_s_preliminary_objection,metadata
2009_pac_rim_v_el_salvador_claimant_pac_rim_cayman_llc_s_petition_for_costs_following_respondent_s_second_round_of_preliminary_objections,2009,2009_pac_rim_v_el_salvador,claimant_pac_rim_cayman_llc_s_petition_for_costs_following_respondent_s_second_round_of_preliminary_objections,metadata
2009_pac_rim_v_el_salvador_claimant_pac_rim_cayman_llc_s_post_hearing_submission_on_respondent_s_objections_to_jurisdiction,2009,2009_pac_rim_v_el_salvador,claimant_pac_rim_cayman_llc_s_post_hearing_submission_on_respondent_s_objections_to_jurisdiction,metadata
2009_pac_rim_v_el_salvador_claimant_pac_rim_cayman_llc_s_rejoinder_on_respondent_s_objections_to_jurisdiction,2009,2009_pac_rim_v_el_salvador,claimant_pac_rim_cayman_llc_s_rejoinder_on_respondent_s_objections_to_jurisdiction,metadata
2009_pac_rim_v_el_salvador_claimant_pac_rim_cayman_llc_s_rejoinder_on_respondent_s_preliminary_objection,2009,2009_pac_rim_v_el_salvador,claimant_pac_rim_cayman_llc_s_rejoinder_on_respondent_s_preliminary_objection,metadata
2009_pac_rim_v_el_salvador_claimant_pac_rim_cayman_llc_s_reply_on_the_merits_and_quantum,2009,2009_pac_rim_v_el_salvador,claimant_pac_rim_cayman_llc_s_reply_on_the_merits_and_quantum,metadata
2009_pac_rim_v_el_salvador_claimant_pac_rim_cayman_llc_s_reply_to_respondent_s_petition_for_costs,2009,2009_pac_rim_v_el_salvador,claimant_pac_rim_cayman_llc_s_reply_to_respondent_s_petition_for_costs,metadata
2009_pac_rim_v_el_salvador_claimant_pac_rim_cayman_llc_s_response_to_respondent_s_preliminary_objection,2009,2009_pac_rim_v_el_salvador,claimant_pac_rim_cayman_llc_s_response_to_respondent_s_preliminary_objection,metadata
2009_pac_rim_v_el_salvador_claimant_pacific_rim_cayman_llc_s_response_to_the_amicus_curiae_submission_dated_25_july_2014,2009,2009_pac_rim_v_el_salvador,claimant_pacific_rim_cayman_llc_s_response_to_the_amicus_curiae_submission_dated_25_july_2014,metadata
2009_pac_rim_v_el_salvador_claimant_s_letter_to_the_tribunal_re_amicus_curiae,2009,2009_pac_rim_v_el_salvador,claimant_s_letter_to_the_tribunal_re_amicus_curiae,metadata
2009_pac_rim_v_el_salvador_claimant_s_request_for_document_production,2009,2009_pac_rim_v_el_salvador,claimant_s_request_for_document_production,metadata
2009_pac_rim_v_el_salvador_decision_on_the_respondent_s_jurisdictional_objections,2009,2009_pac_rim_v_el_salvador,decision_on_the_respondent_s_jurisdictional_objections,metadata
2009_pac_rim_v_el_salvador_decision_on_the_respondent_s_preliminary_objections_under_cafta_articles_10_20_4_and_10_20_5,2009,2009_pac_rim_v_el_salvador,decision_on_the_respondent_s_preliminary_objections_under_cafta_articles_10_20_4_and_10_20_5,metadata
2009_pac_rim_v_el_salvador_decision_on_the_respondent_s_request_for_a_supplementary_decision_english,2009,2009_pac_rim_v_el_salvador,decision_on_the_respondent_s_request_for_a_supplementary_decision_english,metadata
2009_pac_rim_v_el_salvador_el_salvador_s_comments_regarding_amicus_curiae_submission,2009,2009_pac_rim_v_el_salvador,el_salvador_s_comments_regarding_amicus_curiae_submission,metadata
2009_pac_rim_v_el_salvador_el_salvador_s_letter_to_the_tribunal_re_amicus_curiae,2009,2009_pac_rim_v_el_salvador,el_salvador_s_letter_to_the_tribunal_re_amicus_curiae,metadata
2009_pac_rim_v_el_salvador_el_salvador_s_objections_under_icsid_rule_41_1_english,2009,2009_pac_rim_v_el_salvador,el_salvador_s_objections_under_icsid_rule_41_1_english,metadata
2009_pac_rim_v_el_salvador_icsid_news_release_re_amicus_curiae,2009,2009_pac_rim_v_el_salvador,icsid_news_release_re_amicus_curiae,metadata
2009_pac_rim_v_el_salvador_non_disputing_party_submission_of_the_republic_of_costa_rica_english,2009,2009_pac_rim_v_el_salvador,non_disputing_party_submission_of_the_republic_of_costa_rica_english,metadata
2009_pac_rim_v_el_salvador_notice_of_arbitration,2009,2009_pac_rim_v_el_salvador,notice_of_arbitration,metadata
2009_pac_rim_v_el_salvador_notice_of_intent,2009,2009_pac_rim_v_el_salvador,notice_of_intent,metadata
2009_pac_rim_v_el_salvador_opinion_of_professor_don_wallace_jr,2009,2009_pac_rim_v_el_salvador,opinion_of_professor_don_wallace_jr,metadata
2009_pac_rim_v_el_salvador_opinion_on_the_international_legal_interpretation_of_the_waiver_provision_in_cafta_chapter_10,2009,2009_pac_rim_v_el_salvador,opinion_on_the_international_legal_interpretation_of_the_waiver_provision_in_cafta_chapter_10,metadata
2009_pac_rim_v_el_salvador_pac_rim_cayman_llc_s_memorial_on_the_merits_and_quantum,2009,2009_pac_rim_v_el_salvador,pac_rim_cayman_llc_s_memorial_on_the_merits_and_quantum,metadata
2009_pac_rim_v_el_salvador_press_release_on_the_award_dated_september_14_2016,2009,2009_pac_rim_v_el_salvador,press_release_on_the_award_dated_september_14_2016,metadata
2009_pac_rim_v_el_salvador_procedural_order_no_10,2009,2009_pac_rim_v_el_salvador,procedural_order_no_10,metadata
2009_pac_rim_v_el_salvador_procedural_order_no_8,2009,2009_pac_rim_v_el_salvador,procedural_order_no_8,metadata
2009_pac_rim_v_el_salvador_procedural_order_no_9,2009,2009_pac_rim_v_el_salvador,procedural_order_no_9,metadata
2009_pac_rim_v_el_salvador_submission_of_amicus_curiae_brief_by_centre_for_international_environmental_law_english,2009,2009_pac_rim_v_el_salvador,submission_of_amicus_curiae_brief_by_centre_for_international_environmental_law_english,metadata
2009_pac_rim_v_el_salvador_submission_of_amicus_curiae_brief_by_the_center_for_international_environmental_law,2009,2009_pac_rim_v_el_salvador,submission_of_amicus_curiae_brief_by_the_center_for_international_environmental_law,metadata
2009_pac_rim_v_el_salvador_submission_of_the_united_states_of_america_on_the_interpretation_of_the_agreement,2009,2009_pac_rim_v_el_salvador,submission_of_the_united_states_of_america_on_the_interpretation_of_the_agreement,metadata
2009_pac_rim_v_el_salvador_the_republic_of_el_salvador_s_counter_memorial_on_the_merits_spanish,2009,2009_pac_rim_v_el_salvador,the_republic_of_el_salvador_s_counter_memorial_on_the_merits_spanish,metadata
